"Num","Title","Year","Runtime","Director","Writer","Metascore","imdbRating","imdbVotes","BoxOffice","Production","First Actor","Second Actor","Third Actor","Fourth Actor","Awards","Nominations","Genre","Language","Country"
17,"The Matrix",1999,136,"Lana Wachowski, Lilly Wachowski","Lilly Wachowski",73,8.7,NA,NA,"Warner Bros. Pictures","Keanu Reeves","Laurence Fishburne","Carrie-Anne Moss","Hugo Weaving",38,45,"Action","English","USA"
17,"The Matrix",1999,136,"Lana Wachowski, Lilly Wachowski","Lilly Wachowski",73,8.7,NA,NA,"Warner Bros. Pictures","Keanu Reeves","Laurence Fishburne","Carrie-Anne Moss","Hugo Weaving",38,45,"Sci","English","USA"
17,"The Matrix",1999,136,"Lana Wachowski, Lilly Wachowski","Lilly Wachowski",73,8.7,NA,NA,"Warner Bros. Pictures","Keanu Reeves","Laurence Fishburne","Carrie-Anne Moss","Hugo Weaving",38,45,"Fi","English","USA"
18,"Star Wars: Episode IV - A New Hope",1977,121,"George Lucas","George Lucas",92,8.7,NA,NA,"20th Century Fox","Mark Hamill","Harrison Ford","Carrie Fisher","Peter Cushing",56,28,"Action","English","USA"
18,"Star Wars: Episode IV - A New Hope",1977,121,"George Lucas","George Lucas",92,8.7,NA,NA,"20th Century Fox","Mark Hamill","Harrison Ford","Carrie Fisher","Peter Cushing",56,28,"Adventure","English","USA"
18,"Star Wars: Episode IV - A New Hope",1977,121,"George Lucas","George Lucas",92,8.7,NA,NA,"20th Century Fox","Mark Hamill","Harrison Ford","Carrie Fisher","Peter Cushing",56,28,"Fantasy","English","USA"
19,"Se7en",1995,127,"David Fincher","Andrew Kevin Walker",65,8.6,NA,NA,"New Line Cinema","Morgan Freeman","Andrew Kevin Walker","Kevin Spacey","Daniel Zacapa",25,35,"Crime","English","USA"
19,"Se7en",1995,127,"David Fincher","Andrew Kevin Walker",65,8.6,NA,NA,"New Line Cinema","Morgan Freeman","Andrew Kevin Walker","Kevin Spacey","Daniel Zacapa",25,35,"Drama","English","USA"
19,"Se7en",1995,127,"David Fincher","Andrew Kevin Walker",65,8.6,NA,NA,"New Line Cinema","Morgan Freeman","Andrew Kevin Walker","Kevin Spacey","Daniel Zacapa",25,35,"Mystery","English","USA"
20,"It's a Wonderful Life",1946,130,"Frank Capra","Frances Goodrich ",89,8.6,NA,NA,"Liberty Films","James Stewart","Donna Reed","Lionel Barrymore","Thomas Mitchell",6,6,"Drama","English","USA"
20,"It's a Wonderful Life",1946,130,"Frank Capra","Frances Goodrich ",89,8.6,NA,NA,"Liberty Films","James Stewart","Donna Reed","Lionel Barrymore","Thomas Mitchell",6,6,"Family","English","USA"
20,"It's a Wonderful Life",1946,130,"Frank Capra","Frances Goodrich ",89,8.6,NA,NA,"Liberty Films","James Stewart","Donna Reed","Lionel Barrymore","Thomas Mitchell",6,6,"Fantasy","English","USA"
21,"The Silence of the Lambs",1991,118,"Jonathan Demme","Thomas Harris ",84,8.6,NA,NA,"Orion Pictures Corporation","Jodie Foster","Lawrence A. Bonney","Kasi Lemmons","Lawrence T. Wrentz",54,37,"Crime","English","USA"
21,"The Silence of the Lambs",1991,118,"Jonathan Demme","Thomas Harris ",84,8.6,NA,NA,"Orion Pictures Corporation","Jodie Foster","Lawrence A. Bonney","Kasi Lemmons","Lawrence T. Wrentz",54,37,"Drama","English","USA"
21,"The Silence of the Lambs",1991,118,"Jonathan Demme","Thomas Harris ",84,8.6,NA,NA,"Orion Pictures Corporation","Jodie Foster","Lawrence A. Bonney","Kasi Lemmons","Lawrence T. Wrentz",54,37,"Thriller","English","USA"
22,"The Usual Suspects",1995,106,"Bryan Singer","Christopher McQuarrie",77,8.6,NA,NA,"Gramercy Pictures","Stephen Baldwin","Gabriel Byrne","Benicio Del Toro","Kevin Pollak",34,16,"Crime","English","USA"
22,"The Usual Suspects",1995,106,"Bryan Singer","Christopher McQuarrie",77,8.6,NA,NA,"Gramercy Pictures","Stephen Baldwin","Gabriel Byrne","Benicio Del Toro","Kevin Pollak",34,16,"Crime","English","Germany"
22,"The Usual Suspects",1995,106,"Bryan Singer","Christopher McQuarrie",77,8.6,NA,NA,"Gramercy Pictures","Stephen Baldwin","Gabriel Byrne","Benicio Del Toro","Kevin Pollak",34,16,"Crime","Hungarian","USA"
22,"The Usual Suspects",1995,106,"Bryan Singer","Christopher McQuarrie",77,8.6,NA,NA,"Gramercy Pictures","Stephen Baldwin","Gabriel Byrne","Benicio Del Toro","Kevin Pollak",34,16,"Crime","Hungarian","Germany"
22,"The Usual Suspects",1995,106,"Bryan Singer","Christopher McQuarrie",77,8.6,NA,NA,"Gramercy Pictures","Stephen Baldwin","Gabriel Byrne","Benicio Del Toro","Kevin Pollak",34,16,"Crime","Spanish","USA"
22,"The Usual Suspects",1995,106,"Bryan Singer","Christopher McQuarrie",77,8.6,NA,NA,"Gramercy Pictures","Stephen Baldwin","Gabriel Byrne","Benicio Del Toro","Kevin Pollak",34,16,"Crime","Spanish","Germany"
22,"The Usual Suspects",1995,106,"Bryan Singer","Christopher McQuarrie",77,8.6,NA,NA,"Gramercy Pictures","Stephen Baldwin","Gabriel Byrne","Benicio Del Toro","Kevin Pollak",34,16,"Drama","English","USA"
22,"The Usual Suspects",1995,106,"Bryan Singer","Christopher McQuarrie",77,8.6,NA,NA,"Gramercy Pictures","Stephen Baldwin","Gabriel Byrne","Benicio Del Toro","Kevin Pollak",34,16,"Drama","English","Germany"
22,"The Usual Suspects",1995,106,"Bryan Singer","Christopher McQuarrie",77,8.6,NA,NA,"Gramercy Pictures","Stephen Baldwin","Gabriel Byrne","Benicio Del Toro","Kevin Pollak",34,16,"Drama","Hungarian","USA"
22,"The Usual Suspects",1995,106,"Bryan Singer","Christopher McQuarrie",77,8.6,NA,NA,"Gramercy Pictures","Stephen Baldwin","Gabriel Byrne","Benicio Del Toro","Kevin Pollak",34,16,"Drama","Hungarian","Germany"
22,"The Usual Suspects",1995,106,"Bryan Singer","Christopher McQuarrie",77,8.6,NA,NA,"Gramercy Pictures","Stephen Baldwin","Gabriel Byrne","Benicio Del Toro","Kevin Pollak",34,16,"Drama","Spanish","USA"
22,"The Usual Suspects",1995,106,"Bryan Singer","Christopher McQuarrie",77,8.6,NA,NA,"Gramercy Pictures","Stephen Baldwin","Gabriel Byrne","Benicio Del Toro","Kevin Pollak",34,16,"Drama","Spanish","Germany"
22,"The Usual Suspects",1995,106,"Bryan Singer","Christopher McQuarrie",77,8.6,NA,NA,"Gramercy Pictures","Stephen Baldwin","Gabriel Byrne","Benicio Del Toro","Kevin Pollak",34,16,"Mystery","English","USA"
22,"The Usual Suspects",1995,106,"Bryan Singer","Christopher McQuarrie",77,8.6,NA,NA,"Gramercy Pictures","Stephen Baldwin","Gabriel Byrne","Benicio Del Toro","Kevin Pollak",34,16,"Mystery","English","Germany"
22,"The Usual Suspects",1995,106,"Bryan Singer","Christopher McQuarrie",77,8.6,NA,NA,"Gramercy Pictures","Stephen Baldwin","Gabriel Byrne","Benicio Del Toro","Kevin Pollak",34,16,"Mystery","Hungarian","USA"
22,"The Usual Suspects",1995,106,"Bryan Singer","Christopher McQuarrie",77,8.6,NA,NA,"Gramercy Pictures","Stephen Baldwin","Gabriel Byrne","Benicio Del Toro","Kevin Pollak",34,16,"Mystery","Hungarian","Germany"
22,"The Usual Suspects",1995,106,"Bryan Singer","Christopher McQuarrie",77,8.6,NA,NA,"Gramercy Pictures","Stephen Baldwin","Gabriel Byrne","Benicio Del Toro","Kevin Pollak",34,16,"Mystery","Spanish","USA"
22,"The Usual Suspects",1995,106,"Bryan Singer","Christopher McQuarrie",77,8.6,NA,NA,"Gramercy Pictures","Stephen Baldwin","Gabriel Byrne","Benicio Del Toro","Kevin Pollak",34,16,"Mystery","Spanish","Germany"
23,"Léon: The Professional",1994,110,"Luc Besson","Luc Besson",64,8.6,NA,NA,"Columbia Pictures","Jean Reno","Gary Oldman","Natalie Portman","Danny Aiello",5,11,"Crime","English","France"
23,"Léon: The Professional",1994,110,"Luc Besson","Luc Besson",64,8.6,NA,NA,"Columbia Pictures","Jean Reno","Gary Oldman","Natalie Portman","Danny Aiello",5,11,"Crime","Italian","France"
23,"Léon: The Professional",1994,110,"Luc Besson","Luc Besson",64,8.6,NA,NA,"Columbia Pictures","Jean Reno","Gary Oldman","Natalie Portman","Danny Aiello",5,11,"Crime","French","France"
23,"Léon: The Professional",1994,110,"Luc Besson","Luc Besson",64,8.6,NA,NA,"Columbia Pictures","Jean Reno","Gary Oldman","Natalie Portman","Danny Aiello",5,11,"Drama","English","France"
23,"Léon: The Professional",1994,110,"Luc Besson","Luc Besson",64,8.6,NA,NA,"Columbia Pictures","Jean Reno","Gary Oldman","Natalie Portman","Danny Aiello",5,11,"Drama","Italian","France"
23,"Léon: The Professional",1994,110,"Luc Besson","Luc Besson",64,8.6,NA,NA,"Columbia Pictures","Jean Reno","Gary Oldman","Natalie Portman","Danny Aiello",5,11,"Drama","French","France"
23,"Léon: The Professional",1994,110,"Luc Besson","Luc Besson",64,8.6,NA,NA,"Columbia Pictures","Jean Reno","Gary Oldman","Natalie Portman","Danny Aiello",5,11,"Thriller","English","France"
23,"Léon: The Professional",1994,110,"Luc Besson","Luc Besson",64,8.6,NA,NA,"Columbia Pictures","Jean Reno","Gary Oldman","Natalie Portman","Danny Aiello",5,11,"Thriller","Italian","France"
23,"Léon: The Professional",1994,110,"Luc Besson","Luc Besson",64,8.6,NA,NA,"Columbia Pictures","Jean Reno","Gary Oldman","Natalie Portman","Danny Aiello",5,11,"Thriller","French","France"
24,"Saving Private Ryan",1998,169,"Steven Spielberg","Robert Rodat",90,8.6,NA,NA,"Paramount Pictures","Tom Hanks","Tom Sizemore","Edward Burns","Barry Pepper",79,74,"Drama","English","USA"
24,"Saving Private Ryan",1998,169,"Steven Spielberg","Robert Rodat",90,8.6,NA,NA,"Paramount Pictures","Tom Hanks","Tom Sizemore","Edward Burns","Barry Pepper",79,74,"Drama","French","USA"
24,"Saving Private Ryan",1998,169,"Steven Spielberg","Robert Rodat",90,8.6,NA,NA,"Paramount Pictures","Tom Hanks","Tom Sizemore","Edward Burns","Barry Pepper",79,74,"Drama","German","USA"
24,"Saving Private Ryan",1998,169,"Steven Spielberg","Robert Rodat",90,8.6,NA,NA,"Paramount Pictures","Tom Hanks","Tom Sizemore","Edward Burns","Barry Pepper",79,74,"War","English","USA"
24,"Saving Private Ryan",1998,169,"Steven Spielberg","Robert Rodat",90,8.6,NA,NA,"Paramount Pictures","Tom Hanks","Tom Sizemore","Edward Burns","Barry Pepper",79,74,"War","French","USA"
24,"Saving Private Ryan",1998,169,"Steven Spielberg","Robert Rodat",90,8.6,NA,NA,"Paramount Pictures","Tom Hanks","Tom Sizemore","Edward Burns","Barry Pepper",79,74,"War","German","USA"
25,"City Lights",1931,87,"Charles Chaplin","Charles Chaplin",NA,8.6,NA,NA,"Twentieth Century Fox Home Entertainment","Virginia Cherrill","Florence Lee","Harry Myers","Al Ernest Garcia",3,0,"Comedy","English","USA"
25,"City Lights",1931,87,"Charles Chaplin","Charles Chaplin",NA,8.6,NA,NA,"Twentieth Century Fox Home Entertainment","Virginia Cherrill","Florence Lee","Harry Myers","Al Ernest Garcia",3,0,"Drama","English","USA"
25,"City Lights",1931,87,"Charles Chaplin","Charles Chaplin",NA,8.6,NA,NA,"Twentieth Century Fox Home Entertainment","Virginia Cherrill","Florence Lee","Harry Myers","Al Ernest Garcia",3,0,"Romance","English","USA"
26,"Interstellar",2014,169,"Christopher Nolan","Jonathan Nolan",74,8.6,NA,158737441,"Paramount Pictures","Ellen Burstyn","Matthew McConaughey","Mackenzie Foy","John Lithgow",42,142,"Adventure","English","USA"
26,"Interstellar",2014,169,"Christopher Nolan","Jonathan Nolan",74,8.6,NA,158737441,"Paramount Pictures","Ellen Burstyn","Matthew McConaughey","Mackenzie Foy","John Lithgow",42,142,"Adventure","English","UK"
26,"Interstellar",2014,169,"Christopher Nolan","Jonathan Nolan",74,8.6,NA,158737441,"Paramount Pictures","Ellen Burstyn","Matthew McConaughey","Mackenzie Foy","John Lithgow",42,142,"Adventure","English","Canada"
26,"Interstellar",2014,169,"Christopher Nolan","Jonathan Nolan",74,8.6,NA,158737441,"Paramount Pictures","Ellen Burstyn","Matthew McConaughey","Mackenzie Foy","John Lithgow",42,142,"Drama","English","USA"
26,"Interstellar",2014,169,"Christopher Nolan","Jonathan Nolan",74,8.6,NA,158737441,"Paramount Pictures","Ellen Burstyn","Matthew McConaughey","Mackenzie Foy","John Lithgow",42,142,"Drama","English","UK"
26,"Interstellar",2014,169,"Christopher Nolan","Jonathan Nolan",74,8.6,NA,158737441,"Paramount Pictures","Ellen Burstyn","Matthew McConaughey","Mackenzie Foy","John Lithgow",42,142,"Drama","English","Canada"
26,"Interstellar",2014,169,"Christopher Nolan","Jonathan Nolan",74,8.6,NA,158737441,"Paramount Pictures","Ellen Burstyn","Matthew McConaughey","Mackenzie Foy","John Lithgow",42,142,"Sci","English","USA"
26,"Interstellar",2014,169,"Christopher Nolan","Jonathan Nolan",74,8.6,NA,158737441,"Paramount Pictures","Ellen Burstyn","Matthew McConaughey","Mackenzie Foy","John Lithgow",42,142,"Sci","English","UK"
26,"Interstellar",2014,169,"Christopher Nolan","Jonathan Nolan",74,8.6,NA,158737441,"Paramount Pictures","Ellen Burstyn","Matthew McConaughey","Mackenzie Foy","John Lithgow",42,142,"Sci","English","Canada"
27,"American History X",1998,119,"Tony Kaye","David McKenna",62,8.5,NA,NA,"New Line Cinema","Edward Norton","Edward Furlong","Beverly D'Angelo","Jennifer Lien",4,14,"Crime","English","USA"
27,"American History X",1998,119,"Tony Kaye","David McKenna",62,8.5,NA,NA,"New Line Cinema","Edward Norton","Edward Furlong","Beverly D'Angelo","Jennifer Lien",4,14,"Drama","English","USA"
28,"Modern Times",1936,87,"Charles Chaplin","Charles Chaplin",96,8.5,NA,NA,"United Artists","Charles Chaplin","Paulette Goddard","Henry Bergman","Tiny Sandford",4,1,"Comedy","English","USA"
28,"Modern Times",1936,87,"Charles Chaplin","Charles Chaplin",96,8.5,NA,NA,"United Artists","Charles Chaplin","Paulette Goddard","Henry Bergman","Tiny Sandford",4,1,"Drama","English","USA"
28,"Modern Times",1936,87,"Charles Chaplin","Charles Chaplin",96,8.5,NA,NA,"United Artists","Charles Chaplin","Paulette Goddard","Henry Bergman","Tiny Sandford",4,1,"Family","English","USA"
29,"Casablanca",1942,102,"Michael Curtiz","Julius J. Epstein ",100,8.5,NA,NA,"Warner Bros. Pictures","Humphrey Bogart","Ingrid Bergman","Paul Henreid","Claude Rains",8,8,"Drama","English","USA"
29,"Casablanca",1942,102,"Michael Curtiz","Julius J. Epstein ",100,8.5,NA,NA,"Warner Bros. Pictures","Humphrey Bogart","Ingrid Bergman","Paul Henreid","Claude Rains",8,8,"Drama","French","USA"
29,"Casablanca",1942,102,"Michael Curtiz","Julius J. Epstein ",100,8.5,NA,NA,"Warner Bros. Pictures","Humphrey Bogart","Ingrid Bergman","Paul Henreid","Claude Rains",8,8,"Drama","German","USA"
29,"Casablanca",1942,102,"Michael Curtiz","Julius J. Epstein ",100,8.5,NA,NA,"Warner Bros. Pictures","Humphrey Bogart","Ingrid Bergman","Paul Henreid","Claude Rains",8,8,"Romance","English","USA"
29,"Casablanca",1942,102,"Michael Curtiz","Julius J. Epstein ",100,8.5,NA,NA,"Warner Bros. Pictures","Humphrey Bogart","Ingrid Bergman","Paul Henreid","Claude Rains",8,8,"Romance","French","USA"
29,"Casablanca",1942,102,"Michael Curtiz","Julius J. Epstein ",100,8.5,NA,NA,"Warner Bros. Pictures","Humphrey Bogart","Ingrid Bergman","Paul Henreid","Claude Rains",8,8,"Romance","German","USA"
29,"Casablanca",1942,102,"Michael Curtiz","Julius J. Epstein ",100,8.5,NA,NA,"Warner Bros. Pictures","Humphrey Bogart","Ingrid Bergman","Paul Henreid","Claude Rains",8,8,"War","English","USA"
29,"Casablanca",1942,102,"Michael Curtiz","Julius J. Epstein ",100,8.5,NA,NA,"Warner Bros. Pictures","Humphrey Bogart","Ingrid Bergman","Paul Henreid","Claude Rains",8,8,"War","French","USA"
29,"Casablanca",1942,102,"Michael Curtiz","Julius J. Epstein ",100,8.5,NA,NA,"Warner Bros. Pictures","Humphrey Bogart","Ingrid Bergman","Paul Henreid","Claude Rains",8,8,"War","German","USA"
30,"The Green Mile",1999,189,"Frank Darabont","Stephen King ",61,8.5,NA,NA,"Warner Bros. Pictures","Tom Hanks","David Morse","Michael Clarke Duncan","Bonnie Hunt",15,34,"Crime","English","USA"
30,"The Green Mile",1999,189,"Frank Darabont","Stephen King ",61,8.5,NA,NA,"Warner Bros. Pictures","Tom Hanks","David Morse","Michael Clarke Duncan","Bonnie Hunt",15,34,"Crime","French","USA"
30,"The Green Mile",1999,189,"Frank Darabont","Stephen King ",61,8.5,NA,NA,"Warner Bros. Pictures","Tom Hanks","David Morse","Michael Clarke Duncan","Bonnie Hunt",15,34,"Drama","English","USA"
30,"The Green Mile",1999,189,"Frank Darabont","Stephen King ",61,8.5,NA,NA,"Warner Bros. Pictures","Tom Hanks","David Morse","Michael Clarke Duncan","Bonnie Hunt",15,34,"Drama","French","USA"
30,"The Green Mile",1999,189,"Frank Darabont","Stephen King ",61,8.5,NA,NA,"Warner Bros. Pictures","Tom Hanks","David Morse","Michael Clarke Duncan","Bonnie Hunt",15,34,"Fantasy","English","USA"
30,"The Green Mile",1999,189,"Frank Darabont","Stephen King ",61,8.5,NA,NA,"Warner Bros. Pictures","Tom Hanks","David Morse","Michael Clarke Duncan","Bonnie Hunt",15,34,"Fantasy","French","USA"
31,"Psycho",1960,109,"Alfred Hitchcock","Joseph Stefano ",97,8.5,NA,NA,"Paramount Pictures","Anthony Perkins","Vera Miles","John Gavin","Janet Leigh",5,13,"Horror","English","USA"
31,"Psycho",1960,109,"Alfred Hitchcock","Joseph Stefano ",97,8.5,NA,NA,"Paramount Pictures","Anthony Perkins","Vera Miles","John Gavin","Janet Leigh",5,13,"Mystery","English","USA"
31,"Psycho",1960,109,"Alfred Hitchcock","Joseph Stefano ",97,8.5,NA,NA,"Paramount Pictures","Anthony Perkins","Vera Miles","John Gavin","Janet Leigh",5,13,"Thriller","English","USA"
32,"Raiders of the Lost Ark",1981,115,"Steven Spielberg","Lawrence Kasdan ",85,8.5,NA,NA,"Paramount Pictures","Harrison Ford","Karen Allen","Paul Freeman","Ronald Lacey",34,23,"Action","English","USA"
32,"Raiders of the Lost Ark",1981,115,"Steven Spielberg","Lawrence Kasdan ",85,8.5,NA,NA,"Paramount Pictures","Harrison Ford","Karen Allen","Paul Freeman","Ronald Lacey",34,23,"Action","German","USA"
32,"Raiders of the Lost Ark",1981,115,"Steven Spielberg","Lawrence Kasdan ",85,8.5,NA,NA,"Paramount Pictures","Harrison Ford","Karen Allen","Paul Freeman","Ronald Lacey",34,23,"Action","Hebrew","USA"
32,"Raiders of the Lost Ark",1981,115,"Steven Spielberg","Lawrence Kasdan ",85,8.5,NA,NA,"Paramount Pictures","Harrison Ford","Karen Allen","Paul Freeman","Ronald Lacey",34,23,"Adventure","English","USA"
32,"Raiders of the Lost Ark",1981,115,"Steven Spielberg","Lawrence Kasdan ",85,8.5,NA,NA,"Paramount Pictures","Harrison Ford","Karen Allen","Paul Freeman","Ronald Lacey",34,23,"Adventure","German","USA"
32,"Raiders of the Lost Ark",1981,115,"Steven Spielberg","Lawrence Kasdan ",85,8.5,NA,NA,"Paramount Pictures","Harrison Ford","Karen Allen","Paul Freeman","Ronald Lacey",34,23,"Adventure","Hebrew","USA"
33,"The Pianist",2002,150,"Roman Polanski","Ronald Harwood ",85,8.5,NA,32519322,"Focus Features","Adrien Brody","Emilia Fox","Michal Zebrowski","Ed Stoppard",54,72,"Biography","English","France"
33,"The Pianist",2002,150,"Roman Polanski","Ronald Harwood ",85,8.5,NA,32519322,"Focus Features","Adrien Brody","Emilia Fox","Michal Zebrowski","Ed Stoppard",54,72,"Biography","English","Poland"
33,"The Pianist",2002,150,"Roman Polanski","Ronald Harwood ",85,8.5,NA,32519322,"Focus Features","Adrien Brody","Emilia Fox","Michal Zebrowski","Ed Stoppard",54,72,"Biography","English","Germany"
33,"The Pianist",2002,150,"Roman Polanski","Ronald Harwood ",85,8.5,NA,32519322,"Focus Features","Adrien Brody","Emilia Fox","Michal Zebrowski","Ed Stoppard",54,72,"Biography","German","France"
33,"The Pianist",2002,150,"Roman Polanski","Ronald Harwood ",85,8.5,NA,32519322,"Focus Features","Adrien Brody","Emilia Fox","Michal Zebrowski","Ed Stoppard",54,72,"Biography","German","Poland"
33,"The Pianist",2002,150,"Roman Polanski","Ronald Harwood ",85,8.5,NA,32519322,"Focus Features","Adrien Brody","Emilia Fox","Michal Zebrowski","Ed Stoppard",54,72,"Biography","German","Germany"
33,"The Pianist",2002,150,"Roman Polanski","Ronald Harwood ",85,8.5,NA,32519322,"Focus Features","Adrien Brody","Emilia Fox","Michal Zebrowski","Ed Stoppard",54,72,"Biography","Russian","France"
33,"The Pianist",2002,150,"Roman Polanski","Ronald Harwood ",85,8.5,NA,32519322,"Focus Features","Adrien Brody","Emilia Fox","Michal Zebrowski","Ed Stoppard",54,72,"Biography","Russian","Poland"
